preco;ano;kms;cidade;estado;modelo_carro;marca
7995;2008;122808;East Windsor; NJ;Accord;Honda
7995;2008;133699;Sheridan; WY;Accord;Honda
7995;2008;114884;Chantilly; VA;Accord;Honda
7995;2008;122829;Mongaup Valley; NY;Accord;Honda
7995;2008;98400;Naugatuck; CT;Accord;Honda
7995;2008;124980;Columbus; OH;Accord;Honda
7995;2008;139225;Dalton; GA;Accord;Honda
7995;2009;115453;Bethany; OK;Accord;Honda
7995;2009;82181;Manassas; VA;Accord;Honda
7995;2009;118100;Grand Rapids; MI;Accord;Honda
7995;2009;121882;Hastings; MI;Accord;Honda
7995;2009;125898;Sanford; NC;Accord;Honda
7995;2009;104615;Old Bridge; NJ;Accord;Honda
7995;2009;137811;Fredericksburg; VA;Accord;Honda
7995;2009;131164;Sulphur Springs; TX;Accord;Honda
7995;2009;123736;Sykesville; MD;Accord;Honda
7995;2009;112947;Manassas; VA;Accord;Honda
7995;2009;139503;Bountiful; UT;Accord;Honda
7995;2009;138669;Aurora; CO;Accord;Honda
7995;2009;138800;Conway; SC;Accord;Honda
7995;2010;54266;El Paso; TX;Accord;Honda
7995;2010;98672;Baltimore; MD;Accord;Honda
7995;2010;112345;El Paso; TX;Accord;Honda
7995;2010;105307;El Paso; TX;Accord;Honda
7995;2010;125641;Knoxville; TN;Accord;Honda
7995;2010;73031;Columbia; SC;Accord;Honda
7995;2011;105589;Riviera Beach; FL;Accord;Honda
7995;2011;103469;Kerrville; TX;Accord;Honda
7995;2011;112134;Union City; GA;Accord;Honda
7995;2012;106880;Linden; NJ;Accord;Honda
7995;2012;112757;Jacksonville; FL;Accord;Honda
7995;2012;131555;Dallas; TX;Accord;Honda
7996;2009;96691;North Miami; FL;Accord;Honda
7997;2006;103095;Harrisburg; PA;Accord;Honda
7997;2009;89813;Marietta; GA;Accord;Honda
7997;2009;106031;Hampstead; MD;Accord;Honda
7998;2007;131237;Texarkana; TX;Accord;Honda
7998;2007;126600;New Castle; PA;Accord;Honda
7998;2008;80344;Woodside; NY;Accord;Honda
7998;2008;121152;Quakertown; PA;Accord;Honda
7998;2009;95752;Bellevue; WA;Accord;Honda
7998;2009;122837;Loves Park; IL;Accord;Honda
7998;2010;121340;Garner; NC;Accord;Honda
7998;2011;98956;MONMOUTH JUNCTION; NJ;Accord;Honda
7998;2011;140366;Saint Charles; IL;Accord;Honda
7999;2006;53558;Durham; NC;Accord;Honda
7999;2007;98759;North Huntingdon; PA;Accord;Honda
7999;2007;143348;Colorado Springs; CO;Accord;Honda
7999;2007;127065;Longmont; CO;Accord;Honda
7999;2008;92451;Burien; WA;Accord;Honda
7999;2008;129182;Auburn; WA;Accord;Honda
7999;2008;130358;Atlanta; GA;Accord;Honda
7999;2008;133308;Tucson; AZ;Accord;Honda
7999;2008;124164;San Antonio; TX;Accord;Honda
7999;2008;133982;Charlotte; NC;Accord;Honda
7999;2008;133462;Longmont; CO;Accord;Honda
7999;2008;134146;San Diego; CA;Accord;Honda
7999;2008;118994;Nashua; NH;Accord;Honda
7999;2009;71340;Denville; NJ;Accord;Honda
7999;2009;90442;Wesley Chapel; FL;Accord;Honda
7999;2009;123262;Chantilly; VA;Accord;Honda
7999;2009;112763;Honolulu; HI;Accord;Honda
7999;2009;132638;McMurray; PA;Accord;Honda
7999;2009;129657;Naples; FL;Accord;Honda
7999;2009;141200;Sanford; NC;Accord;Honda
7999;2011;71431;Miami; FL;Accord;Honda
8000;2007;83882;Fargo; ND;Accord;Honda
8000;2007;87596;East Providence; RI;Accord;Honda
8000;2007;94189;Richmond; VA;Accord;Honda
8000;2007;129843;Berlin; CT;Accord;Honda
8000;2007;86761;La Quinta; CA;Accord;Honda
8000;2007;110452;Naperville; IL;Accord;Honda
8000;2008;107024;Massillon; OH;Accord;Honda
8000;2008;115076;Schenectady; NY;Accord;Honda
8000;2008;110753;Bronx; NY;Accord;Honda
8000;2008;113299;Seattle; WA;Accord;Honda
8000;2009;111051;Hurricane; UT;Accord;Honda
8000;2009;128883;Bowie; MD;Accord;Honda
8033;2008;111751;Duluth; GA;Accord;Honda
8094;2010;99729;North Palm Beach; FL;Accord;Honda
8100;2010;113146;Charlotte; NC;Accord;Honda
8126;2008;120976;Plano; TX;Accord;Honda
8139;2009;84833;Princeton; NJ;Accord;Honda
8159;2006;64244;Winston Salem; NC;Accord;Honda
8199;2007;109789;Irving; TX;Accord;Honda
8199;2009;106564;Portsmouth; VA;Accord;Honda
8199;2009;128426;Cincinnati; OH;Accord;Honda
8200;2010;101296;Portsmouth; VA;Accord;Honda
8200;2011;137726;Elmhurst; IL;Accord;Honda
8217;2011;107046;Costa Mesa; CA;Accord;Honda
8219;2009;102396;Bow; NH;Accord;Honda
8222;2007;89095;Cumming; GA;Accord;Honda
8222;2010;130732;Mobile; AL;Accord;Honda
8225;2008;98096;Fort Kent; ME;Accord;Honda
8240;2008;134295;Littleton; CO;Accord;Honda
8250;2009;136609;Crete; NE;Accord;Honda
8250;2010;120273;Savannah; GA;Accord;Honda
8254;2008;71641;Tucson; AZ;Accord;Honda
8275;2012;125079;Stratford; CT;Accord;Honda
8277;2009;88609;Cockeysville; MD;Accord;Honda
8278;2008;93106;Sterling; VA;Accord;Honda
8283;2010;126497;Chandler; AZ;Accord;Honda
8288;2009;113390;San Bernardino; CA;Accord;Honda
8292;2008;88301;Tampa; FL;Accord;Honda
8295;2008;93551;South Amboy; NJ;Accord;Honda
8299;2007;80219;Killeen; TX;Accord;Honda
8300;2008;109130;Weymouth; MA;Accord;Honda
8300;2009;77916;Holiday; FL;Accord;Honda
8300;2012;134485;Greensboro; NC;Accord;Honda
8304;2009;124787;Duluth; GA;Accord;Honda
8311;2009;105856;Greensboro; NC;Accord;Honda
8315;2009;94140;Tampa; FL;Accord;Honda
8321;2008;97052;Seattle; WA;Accord;Honda
8327;2009;89197;West Babylon; NY;Accord;Honda
8348;2007;83537;North Richland Hills; TX;Accord;Honda
8349;2006;133297;Loveland; CO;Accord;Honda
8355;2011;90332;Hasbrouck Heights; NJ;Accord;Honda
8360;2008;109800;Corpus Christi; TX;Accord;Honda
8365;2012;66851;Pensacola; FL;Accord;Honda
8372;2006;77983;Danvers; MA;Accord;Honda
8375;2008;114960;Chantilly; VA;Accord;Honda
8376;2009;95828;Langhorne; PA;Accord;Honda
8377;2009;120549;Madison; TN;Accord;Honda
8379;2008;103904;Chantilly; VA;Accord;Honda
8390;2009;66958;Alpharetta; GA;Accord;Honda
8390;2011;131273;Fredericksburg; VA;Accord;Honda
8392;2008;82939;North Palm Beach; FL;Accord;Honda
8394;2009;104325;Tempe; AZ;Accord;Honda
8396;2011;119734;MONMOUTH JUNCTION; NJ;Accord;Honda
8400;2006;99468;Mount Juliet; TN;Accord;Honda
8400;2008;97325;Delaware; OH;Accord;Honda
8400;2008;82256;Verona; NJ;Accord;Honda
8400;2009;119153;Hackettstown; NJ;Accord;Honda
8400;2012;120935;Warner Robins; GA;Accord;Honda
8401;2008;118053;Lakeland; FL;Accord;Honda
8405;2012;108336;North Palm Beach; FL;Accord;Honda
8415;2008;117253;San Bernadino; CA;Accord;Honda
8442;2007;120742;York; PA;Accord;Honda
8443;2010;112811;Carrolton; TX;Accord;Honda
8450;2007;107126;Kerrville; TX;Accord;Honda
8450;2010;74876;Vienna; VA;Accord;Honda
8450;2010;121842;Grove City; OH;Accord;Honda
8454;2008;121992;Little Falls; NJ;Accord;Honda
8457;2012;128332;Tampa; FL;Accord;Honda
8471;2008;81668;Yorktown Heights; NY;Accord;Honda
8481;2011;141083;Selma; TX;Accord;Honda
8484;2006;117500;Kenner; LA;Accord;Honda
8488;2007;119142;Alhambra; CA;Accord;Honda
8488;2009;78293;Miami; FL;Accord;Honda
8489;2010;101706;Atlanta; GA;Accord;Honda
8490;2009;109233;Doylestown; PA;Accord;Honda
8490;2010;99724;Wappingers Falls; NY;Accord;Honda
8490;2010;102210;Bladensburg; MD;Accord;Honda
8493;2008;94975;Lansing; IL;Accord;Honda
8494;2010;115447;San Diego; CA;Accord;Honda
8495;2006;86369;Honolulu; HI;Accord;Honda
8495;2007;121340;Raleigh; NC;Accord;Honda
8495;2007;113779;Salem; OR;Accord;Honda
8495;2008;79965;Linden; NJ;Accord;Honda
8495;2008;83898;Marietta; GA;Accord;Honda
8495;2008;117950;Manassas; VA;Accord;Honda
8495;2008;122985;Newport News; VA;Accord;Honda
8495;2008;93082;Manassas; VA;Accord;Honda
8495;2008;102668;Englewood; CO;Accord;Honda
8495;2009;46832;Long Island City; NY;Accord;Honda
8495;2009;70980;Union City; NJ;Accord;Honda
8495;2009;104000;Canton; OH;Accord;Honda
8495;2009;116208;Jacksonville; FL;Accord;Honda
8495;2009;132399;Houston; TX;Accord;Honda
8495;2010;89143;Marietta; GA;Accord;Honda
8495;2010;96100;Naugatuck; CT;Accord;Honda
8495;2010;100851;Orlando; FL;Accord;Honda
8495;2010;113975;Chantilly; VA;Accord;Honda
8495;2011;97852;Elizabeth; NJ;Accord;Honda
8495;2011;140613;Raleigh; NC;Accord;Honda
8495;2012;46682;Doral; FL;Accord;Honda
8495;2012;74788;Homestead; FL;Accord;Honda
8496;2008;94675;N Lauderdale; FL;Accord;Honda
8496;2008;98148;N Lauderdale; FL;Accord;Honda
8496;2012;66990;N Lauderdale; FL;Accord;Honda
8496;2012;93591;N Lauderdale; FL;Accord;Honda
8497;2010;123351;Anderson; IN;Accord;Honda
8499;2007;100619;Grants Pass; OR;Accord;Honda
8499;2007;94396;Mechanicsville; VA;Accord;Honda
8499;2007;128879;Colorado Springs; CO;Accord;Honda
8499;2008;94715;West Bridgewater; MA;Accord;Honda
8499;2008;125008;Durham; NC;Accord;Honda
8499;2010;84012;Inver Grove Heights; MN;Accord;Honda
8499;2010;110193;West Bridgewater; MA;Accord;Honda
8499;2010;114592;Placentia; CA;Accord;Honda
8499;2010;121642;Galveston; TX;Accord;Honda
8499;2011;93108;Fairfield; OH;Accord;Honda
8499;2011;93233;Snellville; GA;Accord;Honda
8500;2007;72946;Raleigh; NC;Accord;Honda
8500;2008;68981;Vernon; CT;Accord;Honda
8500;2008;105168;Louisville; KY;Accord;Honda
8500;2008;102517;Massillon; OH;Accord;Honda
8500;2008;102905;Virgina Beach; VA;Accord;Honda
8500;2008;105500;Dallas; TX;Accord;Honda
8500;2008;110329;Richmond; VA;Accord;Honda
8500;2008;141230;Franklin; TN;Accord;Honda
8500;2009;128529;Virginia Beach; VA;Accord;Honda
8500;2009;118676;Bronx; NY;Accord;Honda
8500;2009;95571;Warwick; RI;Accord;Honda
8500;2009;106217;Arlington; TX;Accord;Honda
8500;2009;104596;Arlington; VA;Accord;Honda
8500;2009;111884;Norfork; VA;Accord;Honda
8500;2009;144506;Stockton; CA;Accord;Honda
8500;2010;130985;Olive Branch; MS;Accord;Honda
8500;2010;105486;Falls Church; VA;Accord;Honda
8500;2011;127864;Glen Burnie; MD;Accord;Honda
8503;2008;121125;Americus; GA;Accord;Honda
8535;2008;116570;Glen Allen; VA;Accord;Honda
8536;2009;127485;Jacksonville; Fl;Accord;Honda
8541;2008;128803;Elkhart; IN;Accord;Honda
8550;2008;106732;Dublin; OH;Accord;Honda
8550;2009;93105;Boardman; OH;Accord;Honda
8554;2010;111576;Libertyville; IL;Accord;Honda
8557;2008;87124;Point Pleasant; NJ;Accord;Honda
8568;2009;100127;Savannah; GA;Accord;Honda
8574;2009;105687;North Phoenix; AZ;Accord;Honda
8577;2011;123473;Nashua; NH;Accord;Honda
8577;2012;138244;Tulsa; OK;Accord;Honda
8591;2007;115403;Torrance; CA;Accord;Honda
8593;2008;106805;Englewood; CO;Accord;Honda
8595;2006;60045;Fairfax; VA;Accord;Honda
8595;2007;129137;Sacramento; CA;Accord;Honda
8595;2008;94939;Baltimore; MD;Accord;Honda
8595;2009;82778;Baltimore; MD;Accord;Honda
8595;2010;107566;Sacramento; CA;Accord;Honda
8599;2008;93908;Janesville; WI;Accord;Honda
8599;2008;98111;Roswell; GA;Accord;Honda
8599;2011;103047;Ridgewood; NY;Accord;Honda
8600;2010;124793;Bristol; TN;Accord;Honda
8602;2010;120273;Virginia Beach; VA;Accord;Honda
8625;2008;108997;Colorado Springs; CO;Accord;Honda
8641;2008;99132;Bowie; MD;Accord;Honda
8649;2010;106216;Asheboro; NC;Accord;Honda
8649;2012;49230;N Lauderdale; FL;Accord;Honda
8650;2008;116266;Rochester; NY;Accord;Honda
8662;2009;94090;Liverpool; NY;Accord;Honda
8663;2010;122621;Manchester; TN;Accord;Honda
8667;2006;99456;Swainton; NJ;Accord;Honda
8677;2008;121311;Cincinnati; OH;Accord;Honda
8677;2009;119548;Ewing; NJ;Accord;Honda
8682;2011;119878;Schaumburg; IL;Accord;Honda
8684;2006;124015;Colorado Springs; CO;Accord;Honda
8685;2008;127828;Virginia Beach; VA;Accord;Honda
8688;2007;85941;Allentown; PA;Accord;Honda
8688;2010;109219;Framingham; MA;Accord;Honda
8689;2008;114237;Garden City; GA;Accord;Honda
8690;2008;141568;Columbia; SC;Accord;Honda
8690;2012;88845;Miami; FL;Accord;Honda
8691;2007;92053;Fairfax; VA;Accord;Honda
8698;2010;126707;Greeley; CO;Accord;Honda
8699;2008;74158;Delran; NJ;Accord;Honda
8700;2012;97777;Alpharetta; GA;Accord;Honda
8701;2010;129333;Lakeland; FL;Accord;Honda
8710;2010;131975;Clarksville; TN;Accord;Honda
8711;2010;101247;Tampa; FL;Accord;Honda
8718;2008;113766;Bohemia; NY;Accord;Honda
8719;2008;74972;Kendall; FL;Accord;Honda
8732;2009;121666;Batavia; OH;Accord;Honda
8732;2012;106423;Peoria; AZ;Accord;Honda
8734;2007;86487;Fort Myers; FL;Accord;Honda
8742;2008;114706;Hampton; VA;Accord;Honda
8750;2007;87193;Trevose; PA;Accord;Honda
8750;2008;95480;Raleigh; NC;Accord;Honda
8750;2011;126616;Alpharetta; GA;Accord;Honda
8762;2011;117139;Burlington; NJ;Accord;Honda
8764;2012;136718;Lagrange; GA;Accord;Honda
8772;2011;80506;Matteson; IL;Accord;Honda
8773;2009;109484;Langhorne; PA;Accord;Honda
8777;2007;95279;Carmel; IN;Accord;Honda
8777;2009;123229;Akron; OH;Accord;Honda
8780;2008;100786;Peoria; AZ;Accord;Honda
8791;2008;113972;Mesa; AZ;Accord;Honda
8793;2010;130115;Dothan; AL;Accord;Honda
8795;2007;60322;Elmhurst; IL;Accord;Honda
8797;2008;66595;Hampstead; MD;Accord;Honda
8799;2008;70151;South Jordan; UT;Accord;Honda
8799;2009;110641;Portsmouth; VA;Accord;Honda
8800;2008;131136;Lafayette; IN;Accord;Honda
8805;2007;105081;Bristol; TN;Accord;Honda
8805;2013;134154;Corpus Christi; TX;Accord;Honda
8807;2010;119121;GRIFFIN; GA;Accord;Honda
8808;2008;39823;Elmhurst; NY;Accord;Honda
8811;2010;117305;Corpus Christi; TX;Accord;Honda
8824;2009;121948;Greeley; CO;Accord;Honda
8831;2010;88928;Hollywood; FL;Accord;Honda
8835;2009;113304;Lawrence; KS;Accord;Honda
8840;2007;81264;Strongsville; OH;Accord;Honda
8841;2006;82154;Fargo; ND;Accord;Honda
8841;2010;101158;Portland; ME;Accord;Honda
8841;2011;136132;Marlton; NJ;Accord;Honda
8844;2008;119094;Roseville; CA;Accord;Honda
8846;2007;110624;Cortlandt Manor; NY;Accord;Honda
8850;2007;84009;Rome; GA;Accord;Honda
8850;2013;124652;Santa Ana; CA;Accord;Honda
8860;2009;87429;Plano; TX;Accord;Honda
8869;2008;102205;Virginia Beach; VA;Accord;Honda
8873;2009;134819;Kingsport; TN;Accord;Honda
8875;2007;121024;Virginia Beach; VA;Accord;Honda
8878;2012;117015;De Soto; MO;Accord;Honda
8880;2010;100390;Homestead; FL;Accord;Honda
8881;2007;114586;Torrance; CA;Accord;Honda
8883;2010;108477;Jersey City; NJ;Accord;Honda
8887;2008;128723;North Huntingdon; PA;Accord;Honda
8888;2008;122998;Portland; OR;Accord;Honda
8888;2009;86924;West Babylon; NY;Accord;Honda
8892;2008;76737;Barre; VT;Accord;Honda
8898;2010;60535;Fort Lauderdale; FL;Accord;Honda
8900;2008;109352;Virginia Beach; VA;Accord;Honda
8900;2008;137183;Longview; WA;Accord;Honda
8900;2008;113101;Plano; TX;Accord;Honda
8900;2008;92025;Virginia Beach; VA;Accord;Honda
8900;2008;103245;Lake CIty; FL;Accord;Honda
8900;2008;123323;Tucson; AZ;Accord;Honda
8900;2009;102178;Hollywood; FL;Accord;Honda
8900;2009;68651;New Orleans; LA;Accord;Honda
8900;2009;117763;Bronx; NY;Accord;Honda
8900;2009;131771;West Palm Beach; FL;Accord;Honda
8900;2009;142000;Naperville; IL;Accord;Honda
8900;2010;91006;Carlsbad; CA;Accord;Honda
8900;2010;63906;El Paso; TX;Accord;Honda
8900;2010;117116;Orland Park; IL;Accord;Honda
8900;2010;104105;High Point; NC;Accord;Honda
8900;2011;89138;Newnan; GA;Accord;Honda
8900;2011;106119;Rosenberg; TX;Accord;Honda
8900;2012;90020;Ephrata; PA;Accord;Honda
8900;2013;34248;Long Island City; NY;Accord;Honda
8906;2010;78912;Danbury; CT;Accord;Honda
8915;2009;92696;Cleveland Heights; OH;Accord;Honda
8920;2007;121366;Chapel Hill; NC;Accord;Honda
8920;2010;110080;San Antonio; TX;Accord;Honda
8920;2012;123222;Columbus; OH;Accord;Honda
8921;2010;111550;Jacksonville; FL;Accord;Honda
8932;2009;40913;Woodside; NY;Accord;Honda
8934;2008;130860;San Diego; CA;Accord;Honda
8939;2007;111291;Hoffman Estates; IL;Accord;Honda
8941;2007;82587;Duluth; GA;Accord;Honda
8942;2009;120215;Virginia Beach; VA;Accord;Honda
8949;2007;111649;Mobile; AL;Accord;Honda
8950;2007;89433;Albuquerque; NM;Accord;Honda
8950;2008;83966;Albany; GA;Accord;Honda
8950;2008;96541;Fairborn; OH;Accord;Honda
8950;2008;100580;Raleigh; NC;Accord;Honda
8950;2008;120212;Raleigh; NC;Accord;Honda
8950;2010;138806;Matthews; NC;Accord;Honda
8950;2010;139733;Waterbury; CT;Accord;Honda
8950;2010;124500;Harrisburg; PA;Accord;Honda
8952;2009;70201;Oakfield; NY;Accord;Honda
8955;2008;102028;Baltimore; MD;Accord;Honda
8960;2010;105051;Beavercreek; OH;Accord;Honda
8962;2008;99147;Sterling; VA;Accord;Honda
8975;2007;75358;Columbus; OH;Accord;Honda
8975;2008;113239;Grapevine; TX;Accord;Honda
8980;2007;43694;Austin; TX;Accord;Honda
8980;2009;141698;Mobile; AL;Accord;Honda
8980;2009;109386;Raleigh; NC;Accord;Honda
8983;2009;135208;Rogers; AR;Accord;Honda
8985;2008;82727;Atlanta; GA;Accord;Honda
8985;2008;98400;Addison; TX;Accord;Honda
8985;2009;129147;Douglasville; GA;Accord;Honda
8985;2010;117645;Urbana; IL;Accord;Honda
8987;2007;126451;Orem; UT;Accord;Honda
8988;2008;101108;Grapevine; TX;Accord;Honda
8988;2008;101847;Madison; NJ;Accord;Honda
8988;2008;122899;Lincolnton; NC;Accord;Honda
8988;2008;111793;Dallas; TX;Accord;Honda
8988;2009;71307;Lighthouse Point; FL;Accord;Honda
8988;2009;77220;Deland; FL;Accord;Honda
8988;2009;86657;Pinellas Park; FL;Accord;Honda
8988;2009;118323;Topeka; KS;Accord;Honda
8988;2009;111065;Sacramento; CA;Accord;Honda
8988;2009;139379;Oklahoma City; OK;Accord;Honda
8988;2009;139138;Roseville; CA;Accord;Honda
8988;2010;130547;Richmond; VA;Accord;Honda
8988;2010;119773;Painesville; OH;Accord;Honda
8988;2011;120354;Houston; TX;Accord;Honda
8989;2006;101492;Roswell; GA;Accord;Honda
8989;2012;105484;El Paso; TX;Accord;Honda
8990;2007;72385;Milford; CT;Accord;Honda
8990;2007;91925;North Charleston; SC;Accord;Honda
8990;2007;87605;Lake Jackson; TX;Accord;Honda
8990;2008;89262;Chicago; IL;Accord;Honda
8990;2008;114884;Mequon; WI;Accord;Honda
8990;2008;78722;Manchester; CT;Accord;Honda
8990;2008;126010;Raleigh; NC;Accord;Honda
8990;2008;113761;Jacksonville; FL;Accord;Honda
8990;2008;93770;Philadelphia; PA;Accord;Honda
8990;2008;97507;Fishers; IN;Accord;Honda
8990;2008;96155;Wappingers Falls; NY;Accord;Honda
8990;2008;96663;Bend; OR;Accord;Honda
8990;2009;114111;San Antonio; TX;Accord;Honda
8990;2009;113470;Jacksonville; FL;Accord;Honda
8990;2009;117011;Fredericksburg; VA;Accord;Honda
8990;2009;130702;Raleigh; NC;Accord;Honda
8990;2009;131380;Marlton; NJ;Accord;Honda
8990;2010;92957;Wappingers Falls; NY;Accord;Honda
8990;2010;88116;Fredericksburg; VA;Accord;Honda
8990;2010;105314;Raleigh; NC;Accord;Honda
8990;2011;117549;Rome; GA;Accord;Honda
8990;2012;94306;North Hampton; NH;Accord;Honda
8990;2012;108482;Fredericksburg; VA;Accord;Honda
8991;2008;53402;Irving; TX;Accord;Honda
8991;2008;86184;Riviera Beach; FL;Accord;Honda
8991;2008;100186;Auburn; MA;Accord;Honda
8991;2009;85103;Houston; TX;Accord;Honda
8991;2010;92758;Lafayette; IN;Accord;Honda
8991;2010;132543;Clinton; TN;Accord;Honda
8991;2011;123816;Fayetteville; TN;Accord;Honda
8992;2008;131714;Chester; VA;Accord;Honda
8992;2009;50475;Miami; FL;Accord;Honda
8992;2011;101352;Miami; FL;Accord;Honda
8992;2011;130323;Northumberland; PA;Accord;Honda
8993;2009;111504;McMurray; PA;Accord;Honda
8993;2010;87299;Fort Pierce; FL;Accord;Honda
8993;2010;104022;Orlando; FL;Accord;Honda
8994;2009;73422;Staten Island; NY;Accord;Honda
8994;2009;102098;Langhorne; PA;Accord;Honda
8994;2009;73057;Greenfield; WI;Accord;Honda
8994;2010;112501;Fairfield; OH;Accord;Honda
8995;2006;71841;Savannah; GA;Accord;Honda
8995;2006;64277;Cuyahoga Falls; OH;Accord;Honda
8995;2006;114862;Lisle; IL;Accord;Honda
8995;2006;134143;Plano; TX;Accord;Honda
8995;2007;72934;Kingston; NH;Accord;Honda
8995;2007;75949;Manassas; VA;Accord;Honda
8995;2007;78440;Chantilly; VA;Accord;Honda
8995;2007;81802;Naugatuck; CT;Accord;Honda
8995;2007;90377;Orem; UT;Accord;Honda
8995;2007;98632;Concord; NC;Accord;Honda
8995;2007;113709;Breaux Bridge; LA;Accord;Honda
8995;2007;102024;Springfield; VA;Accord;Honda
8995;2007;83194;Midlothian; VA;Accord;Honda
8995;2007;122450;Sacramento; CA;Accord;Honda
8995;2007;130618;Sneads Ferry; NC;Accord;Honda
8995;2008;69000;Naugatuck; CT;Accord;Honda
8995;2008;71517;Marietta; GA;Accord;Honda
8995;2008;80672;Vernon; CT;Accord;Honda
8995;2008;85089;Wall; NJ;Accord;Honda
8995;2008;100597;Merriam; KS;Accord;Honda
8995;2008;97591;Red Bank; NJ;Accord;Honda
8995;2008;98786;Addison; TX;Accord;Honda
8995;2008;111807;Louisville; KY;Accord;Honda
8995;2008;127431;Murray; UT;Accord;Honda
8995;2008;125857;Marietta; GA;Accord;Honda
8995;2008;136047;Plainfield; IL;Accord;Honda
8995;2008;130933;Merritt Island; FL;Accord;Honda
8995;2008;96469;Mesa; AZ;Accord;Honda
8995;2008;132081;Bloomington; IN;Accord;Honda
8995;2008;135676;Sacramento; CA;Accord;Honda
8995;2008;105370;Las Vegas; NV;Accord;Honda
8995;2008;119478;Ewing; NJ;Accord;Honda
8995;2008;80030;Naugatuck; CT;Accord;Honda
8995;2008;93789;Ferndale; MI;Accord;Honda
8995;2008;134006;Dalton; GA;Accord;Honda
8995;2008;137805;Conway; SC;Accord;Honda
8995;2008;141972;Durham; NC;Accord;Honda
8995;2008;142740;Graham; NC;Accord;Honda
8995;2008;70000;Las Vegas; NV;Accord;Honda
8995;2008;108305;Cranston; RI;Accord;Honda
8995;2008;118293;Dalton; GA;Accord;Honda
8995;2009;72972;Long Island City; NY;Accord;Honda
8995;2009;82931;Toms River; NJ;Accord;Honda
8995;2009;78537;Elmwood Park; NJ;Accord;Honda
8995;2009;95395;Merrillville; IN;Accord;Honda
8995;2009;108222;Brooklyn Center; MN;Accord;Honda
8995;2009;110423;New London; CT;Accord;Honda
8995;2009;90964;El Cajon; CA;Accord;Honda
8995;2009;110218;Tucson; AZ;Accord;Honda
8995;2009;111185;Farmers Branch; TX;Accord;Honda
8995;2009;77690;Middletown; OH;Accord;Honda
8995;2009;119849;Norfolk; VA;Accord;Honda
8995;2009;121975;Virgina Beach; VA;Accord;Honda
8995;2009;122488;Jacksonville; FL;Accord;Honda
8995;2009;125129;Philadelphia; PA;Accord;Honda
8995;2009;91369;Falls Chruch; VA;Accord;Honda
8995;2009;104830;Ramsey; NJ;Accord;Honda
8995;2009;136950;Graham; NC;Accord;Honda
8995;2009;143181;Cuyahoga Falls; OH;Accord;Honda
8995;2009;120671;Bristol; TN;Accord;Honda
8995;2009;114473;Louisville; KY;Accord;Honda
8995;2009;97276;Dalton; GA;Accord;Honda
8995;2009;64980;Bethlehem; PA;Accord;Honda
8995;2010;84700;West Seneca; NY;Accord;Honda
8995;2010;101981;Red Bank; NJ;Accord;Honda
8995;2010;118310;Alexandria; VA;Accord;Honda
8995;2010;111466;Richmond; TX;Accord;Honda
8995;2010;125654;Colchester; CT;Accord;Honda
8995;2010;119536;West Chicago; IL;Accord;Honda
